id	sentence_1	sentence_2	similarity
697	إمرأة تقطّع الفلفل الأخضر.	إمرأة تقطّع الفلفل بالسكين.	4.0
698	يلعب رضيع باندا بالعصا.	دب الباندا يمضغ العصا.	3.0
699	رجل يضع مضادا للتجمد في سيارة.	رجل يضيف الزيت إلى السيارة.	2.0
700	يحمل العديد من الناس حقائب كبيرة.	الناس يرفعون الحقائب.	3.75
701	إمرأة تضع الزيت في المقلاة.	يعزف الصبي البيانو.	0.0
702	رجل يمشي ليلا بجانب محل.	رجل يتحدث في الهاتف.	0.4
703	رجل يتسلق الحبل.	رجل يقطّع جزرة بواسطة آلة.	0.4
704	شخص يعزف بيانو بلوح مفاتيح.	صبي لعب بلوحة المفاتيح.	3.2
705	صبي يلعب في الوحل.	قط  يلعب بلاقط هوائي.	0.4
706	شخص يقطّع الشمام.	إمرأة تقطع اليقطين.	2.0
707	رجل يركب دراجة نارية.	إمرأة تجدّل شعرها.	0.0
708	إمرأة تتسلق الجدار الصخري.	رجل يقطع حبة بطاطا.	0.0
709	رجل يضيف الماء للمقلاة.	إمرأة تغذي رضيعا.	0.0
710	إمرأة تركب الخيل.	رجل يعزف القيثارة.	0.5
711	بعض الناس يلقون دمية قبالة الهاوية.	ألقى الناس دمية على حافة الهاوية.	4.5
712	قشرت حبة بطاطا .	أطلق الرصاص من مسدس.	0.5
713	المرأة تأكل.	إمرأة تخلط البيض.	0.5
714	إمرأة تلعب القيثارة في الشوارع.	إمرأة تقص ورقة من البلاستيك.	0.5
715	إمرأة تقطّع الأناناس إلى قطع.	إمرأة تقطع الأناناس.	4.0
716	إمرأة تضيف المكونات إلى لحم البقر.	إمرأة تضيف التوابل على اللحم.	3.75
717	الطباخ يضيف الزيت إلى المقلاة.	شخص يضيف الزيت إلى المقلاة.	4.25
718	رجل يتبل بعض العجين في مقلاة.	طباخ يتبل بعض العجين.	3.75
719	اثنين من الصبية يلعبون على الشاطئ.	صبي يجري على الشاطئ.	2.75
720	خدش القرد بطنه.	قرد صغير يخدش نفسه.	3.25
721	رجل يرمي شفرات إلى هدف قريب في الخارج.	الرجل يرمي السكاكين على شجرة.	3.0
722	إمرأة تركب الخيل.	ولد يقود دراجة إلى البوابة.	0.8
723	إمرأة تضع أحمر شفاه.	تشرح المرأة التوفو.	0.4
724	رجل يكبل في الجهاز.	رجل يركب على متن قارب.	0.4
725	إمرأة تضع ظلال العيون.	إمرأة تطوي الورق.	0.4
726	شخص يقطّع قطعا صغيرة من الزنجبيل.	شخص ما يطوي قطعة من الورق.	0.25
727	رجل يعصر ماء.	رجل يقوم ببطاقة خدعة.	0.25
728	شخص ما يعزف القيثارة.	رجل يعزف  البيانو.	0.75
729	رجل يفرم  الباذنجان.	رجل يرفع الأثقال.	0.25
730	شاب يجزّ العشب.	رجل يقص العشب.	4.8
731	شخص يطلب التوصيل على الطريق.	شخص يخلط الماء و الطحين.	0.8
732	ركب راعي البقر  حصانه في الصحراء.	الكلبين كانا في القلم.	0.0
733	الشخص يأدّي الحيل على دراجة نارية.	ستيك	3.0
734	رجل يتبل السمان.	رجل يقدم كعكة.	0.75
735	قط يفتح درجا بلاستيكيا بكفه ثم نطّ داخله.	قط يفتح درج ويصعد في الداخل.	3.75
736	رجل يعزف القيثارة.	رجل يفتح صندوقا بإستعمال سكين.	0.0
737	إمرأة تتسلق الصخور.	رجل يأكل.	0.0
738	كلب يتقلب من جنب إلى جنب.	جرو يكرر التقلب من جنب إلى جنب وهو على ظهره.	3.5
739	طفل يعزف القيثارة.	ولد صغير يغني و يعزف القيثارة.	3.25
740	الرجل يتأرجح على الخيط.	المرأة تقشر ليمونا.	0.4
741	شخص ما يلعب مع ضفدع .	رجل يعزف البوق.	0.8
742	رجل يرقصعلى السقف .	رجل يقف على قمة سقف يعزف الكمان.	1.8
743	كلب يراقب عداد متجر.	كلب يبحث حوله.	1.6
744	رجل ظهر يقطع الجزرة بالسكين.	إمرأة تشرح بصلة.	1.2
745	رجل يحفر الخشب.	رجل حفر ثقوبا في الخشب.	4.2
746	شخص ما يضع صلصة الطماطم في وعاء في اللحم.	شخص ما قطع دائرة من ورقة وردية.	0.2
747	رجل يلاعب كلبا مقيّدا.	رجل يعزف المزمار.	0.2
748	رجل يقود سيارة.	رجل يضع اللحم في كيس.	0.5
749	رجل يعزف البوق.	فتاة تأكل  حبة كب كيك.	0.0
750	أرنب حقيقية تلعب مع أرنب لعبة.	أرنب تشم و تخدش أرنبا لعبة.	4.5
751	إمرأة تركب الخيل.	رجل يدهن الخبز بالزبدة.	0.0
752	قرد يمارس فنون القتال.	قرد يركل شخصا بركلة كاراتي.	2.5
753	إمرأة انغمست في الوحل الأخضر.	إمرأة تعصر بعض شرائح الخيار.	0.75
754	الرجل أخذ قطعة من بيتزا الببروني خارج الصندوق.	رجل يأخذ قطعة من بيتزا ببروني خارج صندوق البيتزا و يضعها فوق الغطاء بعد أن أغلق الصندوق.	2.75
755	رجل يضيف شرائح الخضار إلى وعاء الطهي مع الماء.	أضاف الرجل الخضروات إلى المرق في الوعاء.	3.4
756	رجل يقفز إلى الجدار.	ركض الرجل وقفز واصطدم بالجدار.	3.4
757	رجل يرفع الأوزان الصغيرة بسرعة.	رجل يعزف التشيلو.	0.4
758	رجل يمشي أسفل الدرج.	الرجل يتحدث.	0.4
759	رجل يغيظ الثعبان بالفأر.	رجل يحاول إطعام الفأر إلى الثعبان.	3.2
760	أضاف الرجل التوابل إلى الماء في إناء.	رجل يتبل النقانق.	2.4
761	مهرج يغني.	مهرج يغني و الناس يرقصون.	3.0
762	إمرأة تفرم الثوم.	إمرأة تطعم خنزير الأرض.	0.4
763	رجل يحمل إمرأة.	رجل يحدّ سكينا.	0.5
764	رجل يشطف شريحة لحم كبيرة.	شخص يشطف شريحة لحم  بالماء.	3.929
765	 راكب دراجة  BMX  يقود على طول الجزء العلوي من السور.	ركب صبي دراجته فوق سياج معدني.	3.0
766	رجل يعرض ألعابا  سحرية.	رجل يرمي السكاكين على شجرة.	1.75
767	إمرأة تقطع بعض الأوراق.	رجل يضرب الطبول.	0.0
768	إمرأة تفرم بصلة.	إمرأة تمشط أقدامها.	0.4
769	رجل يجلس ويعزف غيتارا صغيرا.	رجل يعزف القيثارة.	2.2
770	نساء عارضات يسرن أسفل المنصة.	بنات يسيرون على المسرح.	2.6
771	إمرأة تتمرن بالحديد.	إمرأة تمارس تمارين الوزن.	3.5
772	رجل يتنزه لمسافات طويلة.	رجل يقشر حبة بطاطا.	0.5
773	عصفور يلتقط كأسا من البلاستيك يحتوي على سائل بمنقاره ويضع الكأس في وعاء.	عصفور يلتقط كأسا من البلاستيك  بمنقاره يحتوي على سائل ويضع الكأس في وعاء.	3.5
774	سيارة تقاد على طول الطريق.	إمرأة في المطر.	0.0
775	رجل يرفع نفسه.	إمرأة تركب فيلا.	0.0
776	إمرأة تشرح طماطما.	إمرأة تزيل الجلد من بعض اللحوم.	1.2
777	إمرأة تفرم بعض أوراق shiso.	إمرأة ترتدي سماعات .	0.6
778	طفل صغير يشرب الماء من الكوب.	هرة صغيرة تشرب الحليب من وعاء.	0.8
779	هرة صغيرة تأكل بعض الطعام.	هرة صغيرة تأكل طعامها من صحن.	4.0
780	إمرأة تشرح اللحوم إلى قطع.	إمرأة تقرأ مجلة  عن أسلوب الحياة.	0.5
781	رجل يفتح علبة ويصب المحتويات في وعاء.	رجل يدفق الفلفل الحار في وعاء.	2.5
782	رجل يضرب اثنين من البيض في وعاء بالشوكة.	رجل يخلط المكونات في وعاء.	2.75
783	عصفور يأكل من وعاء.	أكل الطير الطعام من الوعاء على الشجرة	3.25
784	مقطع فيديو لريهانا تغادر سيارة أجرة.	مجموعة من الفتيات تغادرن سيارة أجرة.	2.0
785	إمرأة تكسر بيضة في مقلاة.	رجل يكسر الطوب على رجل آخر.	0.8
786	رجل يحمّل بندقية  بالرصاص.	إمرأة تتبل قطعة من اللحم.	0.0
787	إمرأة تطعن البطاطا بالشوكة.	إمرأة تسترخي في حوض الاستحمام.	0.4
788	المرأة تقطع البطاطا.	إمرأة تضيف الزيت على الأسماك.	0.6
789	إمرأة تفرم بصلا أخضرا.	إمرأة تكتب شيئا.	0.8
790	رجل يعزف قيثارة.	رجل يفرم أوراق الكزبرة.	0.8
791	رجل يتحدث على هاتفه المحمول.	رجل يأخذ شريحة من البيتزا.	0.8
792	إمرأة تحمل الولب في كيس.	رجل يضع اللحم داخل كيس من البلاستيك.	0.4
793	طفل تغذى البازلاء.	طفل يأكل طعامه.	3.0
794	رجل يقف تحت المطر.	رجل يقطع جزرة بواسطة آلة.	0.4
795	رجل يمشي على حبل.	أرنب يتحدث.	0.0
796	إمرأة تدلك ساق الطفل.	رجل يركب الحصان.	0.0
797	شخص ما يتمدد.	رجل يعزف الغيتار.	0.0
798	رجل يكسر الأواني.	رجل يقطع كعكة.	0.4
799	إمرأة تغطس الجمبري في الخليط.	رجل يقود سيارة.	0.0
800	يلعب الكلب مع حشرة على السجادة.	كلب ينش ذبابة في السجادة قبل ذلك.	3.6
801	طائرة تطير.	كلب ينبح.	0.231
802	رجل يعزف الغيتار الكهربائي.	رجل يعزف الغيتار ويغني على خشبة المسرح.	3.2
803	رجل يركب الحصان.	قرد يمشي على سرير.	0.0
804	رجل يأكل طعامه.	إمرأة تطبخ البروكلي.	0.5
805	رجل يقص حصيرة.	رجل يضرب صبيا بإناء الزهور.	0.3
806	رجل يغني ويعزف الغيتار.	صبي يعزف البيانو.	1.25
807	الشخص يؤدي خدعة البطاقات.	رجل يقلي التورتيا.	0.0
808	إمرأة تمرر الكرة الطائرة لإمرأة أخرى التي تقوم بالتقديم.	إمرأة تقدم الكرة الطائرة على الشبكة.	2.75
809	الشخص يشعل النار.	بدأ الشخص الحريق.	5.0
810	رجل يطهي التورتيا في المقلاة.	رجل يقطع الخيار بسكين.	0.75
811	فرقة تعزف الآلات.	رجل يلعب على لوح مفاتيح إلكتروني.	1.25
812	الرجل يمسك ضربان.	الرجل يخلط الكريمة المخفوقة.	0.0
