id	sentence_1	sentence_2	similarity	entailment
1639	Pizzolato fugiu do Brasil em 2013 para escapar da prisão e foi preso em fevereiro de 2014, em Maranello.	Pizzolato fugiu do Brasil em 2013 para escapar da prisão.	4.0	Entailment
1640	O pai do deputado, Aluisio Guimaraes Mendes, foi indicado pelo ex-senador para presidência da Eletronorte na década de 90.	Todos os policiais foram convocados a pedido do deputado Aluisio Mendes (PSDC-MA).	1.75	None
1641	O Nexus 5X e o 6P ainda não têm data de lançamento.	E a 6P apresenta a letra P com um estilo semelhante.	2.75	None
1642	O jornal reserva quase duas páginas se referindo ao Rock in Rio.	Para qualquer idade, no Rock in Rio se vive a paixão pela música.	1.75	None
1643	Piqué voltou a sofrer com as vaias de torcedores em um jogo pela Espanha.	Piqué é forte e tenta trocar as vaias pelos aplausos.	3.0	None
1644	As provas da Edição de 2015 do Enem serão realizadas em 24 e 25 de outubro.	As provas do Enem serão aplicadas nos dias 24 e 25 de outubro.	4.25	Entailment
1645	Bruno Alves e Carlos Alberto marcaram para o Figueira.	Carlos Alberto descontou no final, mas a vaga ficou com a equipe praiana.	2.25	None
1646	Até o momento, sabe-se que o software altera as emissões de poluentes em testes laboratoriais.	O software mascara as verdadeiras emissões somente durante os testes.	4.0	None
1647	A revelação ocorreu no evento da Microsoft dedicado a novos produtos com Windows 10.	Os dois produtos chegarão rodando o Windows 10.	2.5	None
1648	Os internautas se voltaram para o Twitter para comentar a queda do acesso ao Facebook.	No Twitter, muita gente informa que o Facebook está inacessível.	4.0	Entailment
1649	Eles foram enterrados na manhã deste domingo no Cemitério Municipal de Carapicuíba.	O enterro ocorreu no Cemitério Municipal de Carapicuíba.	4.0	Entailment
1650	Pesquisadores conseguiram programar drones para construírem uma ponte de cordas capaz de suportar o peso de uma pessoa.	Dois drones foram capazes de construir uma ponte de cordas de maneira praticamente autônoma.	3.25	None
1651	Em 54 meses (entre abril de 2011 até agora) a Bovespa perdeu US$ 1,05 trilhão.	Desde então, a Bovespa perdeu 1,05 trilhão de dólares.	4.25	Entailment
1652	Embora na reserva, Danilo segue sendo peça importante para o Corinthians.	O meia Danilo é um dos ídolos da história do Corinthians.	3.0	None
1653	Em áudios obtidos pela polícia, o homem é ouvido ameaçando uma ex de sequestro.	O homem fez ameaças de sequestro para uma mulher.	4.0	Entailment
1654	A temperatura deve variar hoje entre a máxima de 32 graus e a mínima de 23.	No período, a temperatura máxima seguirá acima dos 30 graus.	3.25	Entailment
1655	O evento é parte da programação “VII Campanha de Doação de Órgãos e Tecidos”.	No próximo dia 27, será comemorado o Dia Nacional de Doação de Órgãos e Tecidos.	2.25	None
1656	E a vantagem pode ser potencializada com o sistema operacional Android 5.1 Lollipop, que já vem de fábrica no Live.	Tanto o Zenfone Go quanto o Asus Live contam com Android 5.1.	2.75	None
1657	O El Niño é apontado por especialistas como a maior razão de tanto calor durante o inverno no estado.	O fenômeno El Niño está entre as explicações para o calor registado durante o inverno no estado.	4.25	Entailment
1658	A troca foi anunciada pela presidente Dilma Rousseff nesta sexta, como parte da reforma ministerial.	Com atraso, a presidente Dilma Rousseff anunciou ontem sua reforma administrativa.	3.0	None
1659	Segundo Sarandos, nenhum usuário da plataforma foi fisgado no episódio piloto de qualquer série.	Descobrimos que ninguém nunca foi fisgado no episódio piloto.	3.25	None
1660	Desde o início de junho, oito pessoas morreram na tentativa de acessar o túnel.	Desde o início de junho, nove pessoas já morreram nas instalações da linha.	2.0	None
1661	O smartphone está disponível nas cores preto, branco, azul, dourado e vermelho.	No mês que vem chegam as cores azul e dourado.	2.0	None
1662	O nome dele está na lista de espera para conseguir um rim compatível, onde possa ser transplantado.	Marinize é uma das cerca de 500 pessoas à espera de transplante de rim no estado.	3.0	None
1663	Neste edital de reposição, 323 municípios de todas as regiões poderão preencher 410 vagas ociosas.	Existem vagas ociosas nesses 16 municípios do Piauí.	2.0	None
1664	Só ontem mais de 12 mil refugiados chegaram à estação central de Munique, a capital da Baviera.	Refugiados chegam à estação central de Munique, no dia 12 de setembro de 2015.	3.75	None
1665	Ao todo, segundo os organizadores, cerca 4 mil taxistas participaram do ato.	A categoria estima que mais de mil taxistas tenham aderido à manifestação.	3.5	None
1666	A segunda dose da vacina é imprescindível para que a imunização seja efetivada.	A imunização contra o HPV é gratuita e acontece em três doses.	2.25	None
1667	Outros 10% aprovam o governo petista.	Alckmin ficaria em terceiro lugar com 20%.	1.75	None
1668	Para o transplante de rim, cinco unidades de saúde estão autorizadas a realizar cirurgias na Bahia.	O Hospital Jayme da Fonte é referência em transplantes de fígado, com a realização de 739 cirurgias.	1.75	None
1669	Os dois ex-diretores são réus na Lava Jato e já foram presos pela operação.	Tanto Musa quanto Zelada foram presos e são réus na Lava Jato.	3.5	None
1670	Ricardo Oliveira está de volta à seleção brasileira.	Ricardo Oliveira voltou ao cenário do futebol brasileiro neste ano, ao acertar com o Santos.	2.0	None
1671	A cada três meses o programa lança edital para reposição de médicos.	O próximo edital está previsto para janeiro de 2016.	2.75	None
1672	O mandatário santista faz questão de lembrar a provocação que foi realizada pelo presidente Carlos Miguel Aidar, do São Paulo.	O mandatário santista aproveita também para convidar o Carlos Miguel Aidar para uma peixada.	2.75	None
1673	A demissão do técnico Milton Mendes, anunciada oficialmente na segunda-feira, manteve uma dura rotina no comando técnico do Atlético-PR.	A demissão de Milton Mendes pegou de surpresa os torcedores do Furacão.	3.0	None
1674	Nem as autoridades americanas nem a montadora alemã confirmaram a abertura do inquérito.	Problemas no mercado americano já havia de sobra para a montadora alemã.	2.0	None
1675	Depois, o relatório será levado a plenário pelo relator do processo, ministro Augusto Nardes.	O ministro Augusto Nardes disse que a análise do Tribunal de Contas da União é técnica.	3.0	None
1676	Ele comandava o Sport por um ano e sete meses.	Ele poderia ter ficado no Sport, esperado acabar o ano.	2.5	None
1677	Após o treinamento desta sexta-feira, o lateral-direito Galhardo conversou com a imprensa.	O Santos quer contar com o lateral-direito Galhardo na temporada 2016.	2.0	None
1678	Lucas Lima, Marquinhos Gabriel e Neto Berola marcaram para os donos da casa, enquanto Robert diminuiu no fim.	Sem dificuldades, o Santos marcou o segundo com Marquinhos Gabriel.	2.5	None
1679	O Figueirense respondeu na sequência com Fabinho.	O Figueirense não se intimidou e voltou a pressionar.	2.25	None
1680	Paulo Zulu e Cassiana Mallmann colocaram um ponto final no casamento de 23 anos.	Bonito Paulo Zulu sempre foi e continua sendo aos 52 anos.	2.5	None
1681	Nesta terça, Marcelo Odebrecht e outros 12 investigados se tornaram réus no processo.	Nesta terça-feira, o presidente da Odebrecht, Marcelo Bahia Odebrecht, também se tornou réu pelos mesmos crimes.	4.0	Entailment
1682	Nem o próprio Paulo Gustavo consegue se decidir entre seus numerosos personagens.	Paulo Gustavo está realmente curtindo a boa fase.	1.5	None
1683	Avenida Cristiano Machado, esquina com a rua Augito, no sentido Centro.	Avenida Cristiano Machado, na altura do número 500, no sentido bairro.	2.75	None
1684	Lady Gaga é destaque no novo teaser da série American Horror Story: Hotel divulgado nesta quarta-feira, 16.	Estrela da nova temporada de American Horror Story, Lady Gaga ganhou sozinha um trailer para chamar de seu.	3.5	None
1685	Infelizmente, a Google não se pronunciou sobre o motivo de ter eliminado a estabilização ótica de imagem no novíssimo phablet.	A estabilização ótica de imagem foi criada justamente para evitar esse tipo de coisa.	2.25	None
1686	Na F1, você quer brigar pelas melhores posições e quero tomar champanhe no pódio.	Grosjean já disputou 78 provas na F1 e subiu dez vezes ao pódio.	2.0	None
1687	Por medida de segurança, o safety car foi imediatamente acionado.	No entanto, a corrida ainda permaneceu sob Safety Car.	3.0	None
1688	Apenas com uma aprovação formal de Rodrigo Janot, procurador-geral da República, Lula poderá ser ouvido pelo STF.	O primeiro passo do Supremo agora será submeter o pedido à análise do procurador-geral da República, Rodrigo Janot.	2.5	None
1689	A apresentadora e chef de cozinha Bela Gil, filha do cantor Gilberto Gil, está grávida pela segunda vez.	Atualmente, a herdeira de Gil comanda o programa Bela Cozinha, no GNT.	3.0	None
1690	Segundo análise, o carro estava dentro da velocidade permitida (entre 101 e 114km).	Na ocasião, foi informado que o carro estava em alta velocidade.	2.5	None
1691	O treinador gremista também assumiu a responsabilidade pela escalação de Tiago.	Tiago ainda não está maduro o suficiente para assumir a meta gremista.	2.25	None
1692	Os jovens trabalhavam como entregadores na pizzaria e estavam à espera do fechamento do caixa.	O crime ocorreu em frente a uma pizzaria onde eles trabalhavam como entregadores.	3.5	None
1693	A cirurgia foi um sucesso: duas semanas depois, o homem segue se recuperando bem do procedimento.	Duas semanas se passaram e o paciente já teve alta, se recuperando bem da cirurgia.	4.0	Entailment
1694	A Geórgia está na penúltima posição com apenas nove pontos e não tem mais chances de classificação.	A Geórgia ficou na penúltima colocação.	3.25	Entailment
1695	De qualquer forma, a situação de Carlos Miguel Aidar fica cada dia mais complicada.	O cerco está fechado para o presidente do São Paulo, Carlos Miguel Aidar.	3.5	None
1696	Segundo o Fisco, o quinto lote do IR 2015 pagará R$ 1,4 bilhão em restituições para 1,23 milhão de contribuintes.	A restituição de 2014 vai pagar para 211 contribuintes R$ 475.754,29.	2.75	None
1697	O Fluminense levou 36 gols no Campeonato Brasileiro e o Eduardo Baptista vai conseguindo controlar o time.	Escalação do time do Fluminense: Sem mistérios com o técnico Eduardo Baptista.	2.5	None
1698	Luxemburgo é mais um técnico renomado brasileiro a trabalhar no futebol da China.	Recentemente, outro técnico conhecido do futebol brasileiro foi para a China.	3.25	None
1699	Nesses 22 jogos, o Tricolor Gaúcho sofreu apenas 18 gols, média de 0,81 gols sofridos por partida.	Os adversários marcaram sete gols em cinco partidas, média de 1,4 gols sofridos por jogo.	2.25	None
1700	Um primeiro tempo muito movimentado na Vila Belmiro.	Gabigol ainda marcou o segundo no primeiro tempo.	2.5	None
1701	Aos 38, Cavalieri fez uma grande defesa na cabeçada de Fernandinho.	Aos 38, Fernandinho cabeceou e Cavalieri fez uma grande defesa.	5.0	Paraphrase
1702	Às vezes temos que pensar no que é importante, e agora são as vagas olímpicas para 2016.	A estratégia desse Mundial é focar nas vagas olímpicas e não nas medalhas.	3.25	None
1703	Após Buffy: A Caça-Vampiros, Nicholas Brendon também participou das séries Criminal Minds e Private Practice.	Nicholas Brendon enfrenta acusações de roubo, obstrução da respiração e dano criminal.	1.75	None
1704	O Atlético empatou no clássico mineiro e o Grêmio perdeu em casa para o São Paulo.	Cruzeiro e Atlético Mineiro ficaram empatados no movimentado clássico no Mineirão.	3.0	None
1705	Pra variar, quem roubou a cena foi Claudia Leitte, com seu novo visual lindérrimo.	Nas galerias, os memes surgidos a partir de imagens de Claudia Leitte.	2.25	None
1706	Em 2011, o prejuízo líquido foi de 752 milhões de reais.	No semestre, prejuízo líquido da companhia somou R$ 241,1 milhões.	2.75	None
1707	Dilma Rousseff montou uma equipe para tentar barrar o impeachment.	Dilma já prepara defesa contra impeachment.	3.0	Entailment
1708	Já nas estradas federais, houve 18 mortes e 195 feridos em 204 batidas.	No ano passado, foram 353 batidas, com 17 mortos e 309 feridos.	3.0	None
1709	Por cinco votos a quatro, o casamento gay foi legalizado nos 50 estados americanos.	A aprovação do casamento gay nos EUA também é celebrada por famosos.	3.25	None
1710	Em entrevista ao jornal Correio, Rhayner afirmou que utilizou drogas e chegou a treinar sob efeito delas.	Rhayner afirmou que chegou a treinar sob efeito de drogas.	4.0	Entailment
1711	Temos de partir da solidez fiscal, que é a primeira fonte de segurança.	"""Enquanto a gente não tiver solidez fiscal, tudo fica mais difícil."	3.75	None
1712	Já aos domingos, o horário apontado como ideal pelo torcedor é das 16h.	Novidade em 2015, o horário de domingo às 11h teve aprovação de 50%.	2.5	None
1713	Mas foi o Fundo Monetário Internacional que deu um ultimato à Europa.	O Fundo Monetário Internacional pode não participar do plano de ajuda à Grécia.	2.0	None
1714	Onze feridos foram levados ao hospital estadual Adão Pereira Nunes, em Saracuruna, próximo ao local onde o acidente aconteceu.	Onze feridos foram levados para o Hospital Estadual Adão Pereira Nunes, em Saracuruna.	4.0	Entailment
1715	Os juros do financiamento vão aumentar e o limite de renda dos beneficiados será menor.	O percentual do financiamento também será definido de acordo com a renda.	2.75	None
1716	O prejuízo operacional foi de R$ 251,1 milhões, com margem operacional negativa de 11,8%.	No primeiro semestre, a margem operacional ficou negativa em 2,1 por cento.	3.0	None
1717	Os artigos 20 e 21 do Código Civil dão este poder aos biografados.	A análise no STF se deu sobre dois artigos do Código Civil.	2.5	None
1718	O atual presidente da empresa, Robert Rittscher, também terá os mesmos sigilos quebrados.	Também serão quebrados sigilos de outros cinco investigados.	3.25	None
